StationId,PositionName,Area,UniqueCode,StationCode,StationPic,Longitude,Latitude,StationTypeId
4363,铁路局,乌鲁木齐市,650100056,1493A,,87.5525,43.8711,1
4352,七十四中学(停运170210),乌鲁木齐市,650100072,1495A,,87.4171,43.8729,1
4353,米东区环保局,乌鲁木齐市,650100091,1496A,,87.6444,43.962,1
4354,板塘,湘潭市,430300054,1508A,,112.9433,27.8614,1
4355,市监测站,湘潭市,430300051,1511A,,112.9118,27.8403,1
4356,江麓,湘潭市,430300052,1512A,,112.8937,27.8728,1
4357,岳塘,湘潭市,430300053,1513A,,112.9227,27.8159,1
4358,科大,湘潭市,430300055,1514A,,112.9074,27.9119,1
4359,天台山庄,株洲市,430200025,1515A,,113.135,27.8244,1
4360,株冶医院,株洲市,430200022,1518A,,113.095,27.8867,1
4364,火车站,株洲市,430200024,1520A,,113.143,27.8381,1
4365,市监测站,株洲市,430200023,1524A,,113.13,27.8528,1
4366,441200403,肇庆市,4412004034,1533A,,112.4722,23.0786,1
4367,桐木岭(对照点),贵阳市,520100050,1552A,,106.805,26.3003,1
4368,大京风景区(对照点),株洲市,430200021,1559A,,113.251,27.8336,1
4370,韶山(对照点),湘潭市,430300011,1564A,,112.4876,27.9164,1
4371,市环境监测站,包头市,150200082,1585A,,109.8756,40.6532,1
4372,包百大楼(停用200107),包头市,150200083,1586A,,109.8104,40.6575,1
4373,包头八中,包头市,150200084,1587A,defaultStation.jpg,110.0067,40.5905,1
4374,惠龙物流,包头市,150200086,1589A,,109.8654,40.6288,1
4375,东河鸿龙湾,包头市,150200087,1590A,,110.0377,40.5546,1
4376,综合楼,鄂尔多斯市,150600551,1591A,,110.0023,39.8129,1
4377,巴音孟克林场办事处,鄂尔多斯市,150600554,1592A,,109.9486,39.8261,1
4378,华泰汽车城,鄂尔多斯市,150600556,1594A,,109.8119,39.5989,1
4379,奥林花园,鄂尔多斯市,150600557,1595A,,109.9734,39.7884,1
4380,学府南路(停运211214),营口市,210800401,1596A,defaultStation.jpg,122.2414,40.6592,1
4381,大庆路,营口市,210800403,1597A,,122.2703,40.7094,1
4382,镜湖西路,营口市,210800405,1598A,,122.215,40.6511,1
4387,江湾东路,丹东市,210600401,1600A,,124.3303,40.0625,1
4383,元宝山,丹东市,210600403,1602A,,124.3933,40.1461,1
4384,民主桥,丹东市,210600404,1603A,,124.3678,40.1194,1
4385,开发区,盘锦市,211100401,1604A,,122.0247,41.1556,1
4386,兴隆台,盘锦市,211100402,1605A,,122.0539,41.0903,1
4388,龙港区,葫芦岛市,211400051,1607A,,120.9092,40.7136,1
4389,新区,葫芦岛市,211400053,1609A,,120.8478,40.715,1
4390,东城区,葫芦岛市,211400054,1610A,,120.8631,40.7736,1
4391,津头埔,泉州市,350500052,1612A,,118.5972,24.8978,1
3572,万安,泉州市,350500053,1613A,,118.6663,24.9424,1
3573,清源山(对照点),泉州市,350500050,1614A,,118.6108,24.9617,1
3574,植物油厂(停运170603),济南市,371200051,1615A,,117.685,36.205,1
3575,技术学院,济南市,371200052,1616A,,117.6789,36.2289,1
3576,沂河小区,临沂市,371300051,1618A,,118.3418,35.0573,1
3577,鲁南制药厂,临沂市,371300052,1619A,,118.295,35.0583,1
3578,新光毛纺厂,临沂市,371300053,1620A,,118.2764,34.9817,1
3579,黑马集团(停运170613),德州市,371400053,1623A,,116.2729,37.4504,1
4491,监理站,德州市,371400054,1624A,,116.3189,37.4489,1
3580,区政府,聊城市,371500051,1625A,,115.9848,36.4372,1
3581,党校(20190222停运),聊城市,371500053,1627A,,115.9835,36.4796,1
3582,第二水厂,滨州市,371600052,1629A,,118.0018,37.3617,1
3583,北中新校,滨州市,371600053,1630A,,117.9776,37.393,1
3584,人民公园,淄博市,370300051,1631A,,118.0482,36.8088,1
3585,东风化工厂(停运201108),淄博市,370300052,1632A,defaultStation.jpg,118.0448,36.838,1
3586,双山,淄博市,370300053,1633A,,117.8477,36.497,1
3587,气象站,淄博市,370300054,1634A,,117.9544,36.6377,1
3588,三金集团(停运210418),淄博市,370300056,1636A,defaultStation.jpg,117.8512,36.8041,1
3589,市中区政府,枣庄市,370400051,1637A,,117.5564,34.864,1
3590,薛城环保局,枣庄市,370400052,1638A,,117.2852,34.7837,1
3591,峄城区政府,枣庄市,370400053,1639A,,117.5852,34.7745,1
3592,台儿庄区环保局,枣庄市,370400054,1640A,,117.732,34.5667,1
3593,开发区,烟台市,370600449,1642A,,121.2514,37.5639,1
3594,轴承厂,烟台市,370600450,1643A,,121.3719,37.5433,1
3595,西郊化工站,烟台市,370600451,1644A,,121.3181,37.5436,1
3596,福山环保局,烟台市,370600453,1646A,,121.2611,37.4967,1
3597,牟平环保局(停运170519),烟台市,370600454,1647A,,121.5953,37.3872,1
3598,仲裁委(停运210414),潍坊市,370700051,1648A,defaultStation.jpg,119.12,36.7019,1
3599,刘家园（已停运）,潍坊市,370700052,1649A,,119.0919,36.7306,1
3600,共达公司（已停运）,潍坊市,370700054,1651A,,119.1614,36.6572,1
3601,寒亭监测站(停运211124),潍坊市,370700055,1652A,defaultStation.jpg,119.1939,36.7731,1
3602,火炬城,济宁市,370800051,1653A,,116.6305,35.428,1
3603,监测站(停运200103),济宁市,370800052,1654A,,116.5856,35.4144,1
3655,监测站,泰安市,370900051,1656A,,117.1436,36.1942,1
4221,电力学校,泰安市,370900053,1658A,,117.1081,36.1758,1
4222,监测站,日照市,371100051,1659A,,119.4641,35.4178,1
4223,港务局,日照市,371100053,1661A,,119.54,35.3962,1
4224,华夏技校,威海市,371000106,1662A,,122.1206,37.4294,1
4242,市监测站,威海市,371000102,1664A,,122.1067,37.5072,1
4243,西城阳光环保公司(停运210415),东营市,370500051,1665A,defaultStation.jpg,118.5019,37.4658,1
4225,耿井村(停运20201117),东营市,370500053,1667A,defaultStation.jpg,118.5857,37.4442,1
4226,广南水库(停运170301),东营市,370500054,1668A,,118.8192,37.3781,1
4227,市八中,韶关市,440200052,1669A,,113.586606,24.769519,1
4228,碧湖山庄(停运210423),韶关市,440200053,1670A,defaultStation.jpg,113.5594,24.8112,1
4229,园林处,韶关市,440200054,1671A,,113.598061,24.795928,1
4230,曲江监测站,韶关市,440200056,1673A,,113.5970833,24.68636111,1
4231,金平子站,汕头市,440500051,1674A,,116.6794,23.3667,1
4232,龙湖子站,汕头市,440500052,1675A,,116.7244,23.3633,1
4233,澄海子站,汕头市,440500055,1677A,,116.7519,23.4714,1
4234,潮阳子站,汕头市,440500056,1678A,,116.6092,23.2539,1
4235,潮南子站(停运210420),汕头市,440500057,1679A,defaultStation.jpg,116.4019,23.2536,1
4236,湛江影剧院,湛江市,440800051,1680A,,110.3539,21.2706,1
4237,市环境监测站,湛江市,440800052,1681A,,110.3928,21.2228,1
4238,环保局宿舍,湛江市,440800053,1682A,,110.4019,21.1997,1
4239,麻章区环保局,湛江市,440800056,1684A,,110.3316,21.2679,1
4240,坡头区环保局,湛江市,440800055,1685A,,110.4558,21.2567,1
4241,电白南海,茂名市,440900001,1686A,defaultStation.jpg,111.0286,21.4689,1
4244,健康路,茂名市,440900402,1688A,,110.9067,21.6669,1
4245,高岭,茂名市,440900403,1689A,,110.8592,21.6828,1
4490,梅江月梅,梅州市,441400001,1690A,defaultStation.jpg,116.1278,24.3289,1
4250,环境监控中心,梅州市,441400405,1692A,,116.1248,24.2654,1
4246,市政府,汕尾市,441500402,1694A,,115.3706,22.7898,1
4247,新城中学,汕尾市,441500403,1695A,,115.3622,22.7925,1
4248,源西(对照点),河源市,441600001,1696A,,114.6778,23.7569,1
4249,东埔,河源市,441600401,1697A,,114.6944,23.7586,1
4251,鸳鸯湖(对照点),阳江市,441700001,1699A,,111.9786,21.8586,1
4252,南恩路(停运210413),阳江市,441700403,1700A,defaultStation.jpg,111.9508,21.8536,1
4304,环保大楼(对照点),清远市,441800001,1702A,,113.0425,23.6936,1
4253,高新区(停运161222),清远市,441800402,1704A,,113.0622,23.6272,1
3300,西园路(对照点),潮州市,445100001,1705A,,116.6339,23.6714,1
3301,档案局,潮州市,445100402,1706A,,116.6447,23.6706,1
3295,新兴,揭阳市,445200401,1708A,,116.3697,23.5353,1
3296,西马,揭阳市,445200403,1709A,,116.3242,23.5486,1
3297,东兴,揭阳市,445200402,1710A,,116.3594,23.5739,1
3298,新市府(对照点),云浮市,445300001,1712A,,112.0392,22.9169,1
3299,市监测站(停运210413),云浮市,445300401,1713A,defaultStation.jpg,112.0369,22.9394,1
3302,市监测站(停运161222),玉溪市,530400052,1716A,,102.5433,24.3603,1
3303,大营街镇(停运161222),玉溪市,530400053,1717A,,102.4964,24.3411,1
3304,市政协,菏泽市,371700052,1719A,,115.474722,35.2375,1
3305,菏泽学院(停运210608),菏泽市,371700055,1720A,defaultStation.jpg,115.455,35.27,1
3306,果树场(对照点),大同市,140200005,1721A,,113.3819,40.1097,1
3307,红旗广场(停运160601),大同市,140200082,1722A,,113.2858,40.0958,1
3308,云冈宾馆,大同市,140200083,1723A,,113.2994,40.0758,1
3325,安家小村,大同市,140200087,1725A,,113.2661,40.1269,1
3326,教育学院,大同市,140200088,1726A,,113.2711,40.0844,1
3309,监测站,长治市,140400052,1728A,,113.0972,36.1939,1
3310,澳瑞特（已停运）,长治市,140400054,1729A,,113.1466,36.1961,1
3311,审计局,长治市,140400055,1730A,,113.0886,36.2126,1
3312,长治八中,长治市,140400056,1731A,,113.0844444,36.1855,1
3313,市监测站(停运161122),临汾市,141000068,1732A,,111.5125,36.0978,1
3314,技工学校,临汾市,141000071,1734A,,111.5028,36.0714,1
3315,工商学校(停运210420),临汾市,141000072,1735A,defaultStation.jpg,111.5169,36.0822,1
3316,市委,临汾市,141000073,1736A,,111.5025,36.0875,1
3317,尧庙镇(停运191230),临汾市,141000074,1737A,,111.4917,36.0417,1
3318,市中心,阳泉市,140300051,1738A,,113.5753,37.8564,1
3319,赛鱼,阳泉市,140300052,1739A,,113.4922,37.8792,1
3320,白羊墅(停运210414),阳泉市,140300054,1741A,defaultStation.jpg,113.6292,37.8531,1
3321,平坦,阳泉市,140300055,1742A,,113.5689,37.8694,1
3322,大阳泉,阳泉市,140300057,1743A,,113.5158,37.85,1
3323,松山一中,赤峰市,150400441,1744A,,118.9233,42.2814,1
3324,哈达街,赤峰市,150400442,1745A,,118.9572,42.2725,1
3327,松山路(停运170524),赤峰市,150400447,1747A,,119.2719,42.0317,1
3397,太阳城,鞍山市,210300052,1749A,,123.011,41.0931,1
3398,太平,鞍山市,210300053,1750A,,123.0485,41.1442,1
3399,铁西三道街,鞍山市,210300054,1751A,,122.9642,41.0971,1
3400,铁西工业园区,鞍山市,210300080,1752A,,122.9481,41.0833,1
3401,明达新区,鞍山市,210300055,1753A,,123.0156,41.0831,1
3402,千山(对照点),鞍山市,210300001,1754A,,123.1289,41.0228,1
3403,望花区,抚顺市,210400055,1755A,,123.81,41.8469,1
3404,顺城区,抚顺市,210400052,1756A,,123.9169,41.8828,1
3405,东洲区,抚顺市,210400053,1757A,,124.0383,41.8625,1
3406,新抚区,抚顺市,210400051,1758A,defaultStation.jpg,123.9247,41.8642,1
3407,沈抚新城,抚顺市,210400056,1760A,,123.7117,41.8417,1
3408,大峪,本溪市,210500355,1761A,,123.8436,41.3283,1
3409,溪湖,本溪市,210500405,1762A,,123.7528,41.3369,1
3410,彩屯,本溪市,210500410,1763A,,123.717,41.3094,1
3411,东明,本溪市,210500420,1764A,,123.7669,41.2864,1
3412,新立屯,本溪市,210500425,1765A,,123.7989,41.2692,1
3429,南山,锦州市,210700351,1767A,,121.0986,41.0781,1
3430,开发区,锦州市,210700402,1768A,,121.045,40.8333,1
3413,天安街道,锦州市,210700404,1770A,,121.1178,41.1222,1
3414,北湖公园,锦州市,210700405,1771A,,121.1303,41.1386,1
3415,哈达湾,吉林市,220200102,1772A,,126.555,43.8875,1
3423,电力学院,吉林市,220200104,1774A,,126.4978,43.8228,1
3424,江北,吉林市,220200105,1775A,,126.5786,43.8947,1
3425,江南公园,吉林市,220200115,1776A,,126.55,43.8256,1
3426,农科院（已停运）,吉林市,220200108,1777A,,126.4739,43.9531,1
3427,丰满(对照点),吉林市,220200005,1778A,,126.6772,43.7256,1
3428,安居小区,齐齐哈尔市,230200401,1779A,,123.9305,47.3636,1
3416,农牧车辆厂,齐齐哈尔市,230200403,1781A,,123.9483,47.3227,1
3417,富区环保局(停运191231),齐齐哈尔市,230200404,1782A,,123.6261,47.203,1
3418,市环境监测站,齐齐哈尔市,230200405,1783A,,123.945,47.2988,1
3419,环保大楼,牡丹江市,231000355,1784A,,129.61,44.561,1
3420,文化广场,牡丹江市,231000441,1785A,,129.6115,44.5782,1
3421,第一医院,牡丹江市,231000442,1786A,,129.5902,44.5952,1
3422,机车工厂,牡丹江市,231000443,1787A,,129.6459,44.6104,1
3431,大同区,大庆市,230600061,1789A,,124.8354,46.0347,1
3432,龙凤区,大庆市,230600062,1790A,,125.112,46.528,1
3479,萨尔图区,大庆市,230600081,1792A,,125.1386,46.5776,1
3480,让胡路区,大庆市,230600082,1793A,,124.8648,46.6219,1
3433,科创中心,芜湖市,340200445,1795A,,118.37,31.4189,1
3434,四水厂,芜湖市,340200446,1796A,,118.3667,31.3139,1
3955,济民医院(对照点)(停运210420),芜湖市,340200020,1797A,defaultStation.jpg,118.4022,31.3839,1
3956,湖东路四小,马鞍山市,340500105,1798A,,118.5058,31.6861,1
3932,慈湖,马鞍山市,340500107,1800A,defaultStation.jpg,118.5106,31.7506,1
3933,马钢动力厂(停运210419),马鞍山市,340500108,1801A,defaultStation.jpg,118.48,31.6928,1
3934,濮塘(对照点),马鞍山市,340500010,1802A,defaultStation.jpg,118.6439,31.7133,1
3935,十里,九江市,360400051,1803A,,115.9872,29.6816,1
3936,茅山头,九江市,360400052,1804A,,115.9581,29.7048,1
3937,西园,九江市,360400053,1805A,,115.988,29.7292,1
3938,五七二七厂,九江市,360400061,1806A,,116.0174,29.6535,1
3939,水科所（20181128停用）,九江市,360400062,1807A,,116.0628,29.6926,1
3940,石化总厂,九江市,360400064,1809A,,116.0726,29.7534,1
3941,庐山气象台(对照点),九江市,360400049,1810A,,115.9936,29.5867,1
3942,中信二小(停运210426),洛阳市,410300051,1811A,defaultStation.jpg,112.3628,34.6692,1
3943,市委党校,洛阳市,410300052,1812A,,112.3939,34.6511,1
3944,市监测站(停运161206),洛阳市,410300053,1813A,,112.4333,34.67,1
3945,豫西宾馆,洛阳市,410300054,1814A,,112.4664,34.6869,1
3946,河南林校,洛阳市,410300055,1815A,,112.4831,34.6869,1
3947,市委新办公区,洛阳市,410300057,1817A,,112.4275,34.6258,1
3948,棉研所(对照点),安阳市,410500001,1818A,,114.483,36.061,1
3949,红庙街,安阳市,410500055,1819A,,114.32,36.086,1
3950,环保局(停运171207),安阳市,410500058,1821A,,114.3931,36.0883,1
3951,铁佛寺(停运200115),安阳市,410500054,1822A,,114.286,36.11,1
3952,河大一附院(停运180109),开封市,410200061,1823A,,114.3406,34.8022,1
3953,肿瘤医院,开封市,410200062,1824A,,114.3389,34.7781,1
3954,妇幼保健院(20190322停运),开封市,410200063,1825A,,114.3733,34.7975,1
3957,市监测站(停运180720),焦作市,410800052,1827A,,113.261,35.235,1
3958,市环保局,焦作市,410800056,1828A,,113.227,35.2125,1
3959,影视城(对照点),焦作市,410800002,1830A,,113.1992,35.259,1
3960,高压开关厂(20190304停运),平顶山市,410400057,1831A,,113.3064,33.7214,1
3961,新华旅馆,平顶山市,410400053,1832A,,113.322,33.721,1
3962,规划设计院,平顶山市,410400058,1833A,,113.292,33.739,1
3887,市政府,三门峡市,411200403,1835A,,111.1928,34.7772,1
3888,开发区,三门峡市,411200406,1836A,,111.158,34.794,1
3911,风景区(对照点),三门峡市,411200003,1838A,,111.1489,34.7997,1
3776,白龙岗,宜昌市,420500065,1840A,,111.2992,30.69806,1
3777,伍家岗,宜昌市,420500053,1841A,,111.3547,30.64639,1
3778,点军区,宜昌市,420500066,1842A,,111.2628,30.69667,1
3779,夷陵区,宜昌市,420500067,1843A,,111.3275,30.78194,1
3780,市委党校,荆州市,421000052,1845A,,112.2068,30.3515,1
3781,科融环保（181220停用）,荆州市,421000056,1846A,,112.2887,30.3055,1
3782,南湖风景区,岳阳市,430600051,1847A,,113.1094,29.3578,1
3783,城陵矶,岳阳市,430600053,1848A,,113.1493,29.4251,1
3784,云溪区,岳阳市,430600054,1850A,,113.2621,29.4758,1
3785,君山区,岳阳市,430600055,1851A,,112.9943,29.4402,1
3786,金凤水库(对照点),岳阳市,430600050,1852A,,113.2117,29.355,1
3787,市二中,常德市,430700054,1854A,,111.6975,28.9703,1
3788,鼎城区环保局(停运171130),常德市,430700051,1855A,,111.6753,29.0239,1
3789,市技术监督局(停运171201),常德市,430700053,1856A,,111.6794,29.0381,1
3790,白鹤山(对照点),常德市,430700049,1857A,,111.7158,29.1456,1
3791,永定新区,张家界市,430800051,1858A,,110.48,29.1389,1
3792,电业局,张家界市,430800052,1859A,,110.4697,29.1242,1
3774,袁家界(对照点),张家界市,430800050,1861A,,110.4417,29.315,1
3775,电子科大尧山校区(对照点),桂林市,450300015,1862A,,110.4144,25.3167,1
3763,龙隐路小学,桂林市,450300063,1864A,,110.3089,25.2708,1
3764,八中,桂林市,450300095,1865A,,110.2869,25.2178,1
3765,牛尾岭水库(对照点),北海市,450500009,1866A,,109.2256,21.5958,1
3766,新市环保局,北海市,450500122,1868A,,109.0981,21.4661,1
3767,北海工业园,北海市,450500123,1869A,,109.1778,21.5233,1
3768,柳东小学,柳州市,450200421,1870A,,109.4883,24.3898,1
3769,河西水厂,柳州市,450200410,1872A,,109.3886,24.3406,1
3770,市四中,柳州市,450200413,1873A,,109.4221,24.299,1
3771,市九中,柳州市,450200419,1874A,,109.3957,24.3663,1
3772,古亭山,柳州市,450200420,1875A,,109.4839,24.3158,1
3773,河东子站,三亚市,460200053,1876A,,109.5078,18.2489,1
3793,市人大,绵阳市,510700052,1879A,,104.7536,31.4539,1
3794,高新区自来水公司,绵阳市,510700054,1880A,,104.6717,31.4656,1
3795,三水厂,绵阳市,510700053,1881A,,104.7283,31.5072,1
3796,石马中学(对照点),宜宾市,511500006,1882A,,104.5969,28.8194,1
3382,市委,宜宾市,511500061,1883A,,104.6225,28.76611,1
3383,宜宾四中,宜宾市,511500062,1884A,,104.6061,28.7867,1
3365,黄金嘴,宜宾市,511500064,1886A,,104.5761,28.71583,1
3366,沙坪中学(停运200627),宜宾市,511500066,1887A,defaultStation.jpg,104.6789,28.7989,1
3367,弄弄坪,攀枝花市,510400052,1888A,,101.68912,26.57098,1
3368,河门口,攀枝花市,510400054,1889A,,101.5769,26.5928,1
3369,炳草岗,攀枝花市,510400051,1890A,,101.7169,26.585,1
3370,金江（已停运）,攀枝花市,510400055,1892A,,101.8472,26.5569,1
3371,九狮山(对照点),泸州市,510500050,1893A,,105.4306,28.9583,1
3372,小市上码头,泸州市,510500401,1894A,,105.4436,28.9026,1
3373,兰田宪桥,泸州市,510500404,1895A,,105.4322,28.8558,1
3384,大塘山(对照点)(停运210414),自贡市,510300002,1897A,defaultStation.jpg,104.7547,29.3628,1
3385,盐马路(停运170114),自贡市,510300100,1898A,,104.7214,29.3586,1
3394,春华路(停运211219),自贡市,510300102,1900A,defaultStation.jpg,104.7692,29.3411,1
3374,西小区,德阳市,510600751,1902A,,104.3883,31.1333,1
3375,市检察院(停运210128),德阳市,510600752,1903A,defaultStation.jpg,104.4053,31.1167,1
3376,耐火材料厂,德阳市,510600753,1904A,,104.3539,31.1108,1
3377,西山风景区(对照点),南充市,511300004,1905A,,106.056,30.8064,1
3378,南充市委,南充市,511300060,1906A,,106.0789,30.8023,1
3379,南充炼油厂,南充市,511300053,1907A,,106.1031,30.8217,1
3380,高坪区监测站,南充市,511300062,1908A,,106.1064,30.7856,1
3381,嘉陵区环保局,南充市,511300064,1909A,,106.0642,30.7636,1
3386,丁字口,遵义市,520300051,1911A,,106.9222,27.6869,1
3387,凤凰山,遵义市,520300351,1912A,,106.9242,27.7019,1
3388,忠庄,遵义市,520300401,1913A,,106.8906,27.6486,1
3389,舟水桥(190215启用),遵义市,520300402,1914A,,106.9231,27.6506,1
3390,烟厂办公区,曲靖市,530300052,1917A,,103.8,25.5364,1
3391,气象站(对照点),咸阳市,610400001,1918A,,108.7197,34.3956,1
3392,实验中学,咸阳市,610400053,1919A,defaultStation.jpg,108.6761,34.3181,1
3393,师范学院,咸阳市,610400054,1920A,,108.7233,34.3617,1
3395,党校(对照点),铜川市,610200001,1922A,,109.0656,35.0994,1
3396,王益区政府,铜川市,610200061,1923A,,109.0697,35.0697,1
3355,新区兰芝公司(停运210419),铜川市,610200063,1925A,defaultStation.jpg,108.9589,34.8731,1
3356,枣园(对照点),延安市,610600001,1926A,,109.4131,36.6275,1
3867,延大医附院,延安市,610600052,1927A,,109.4761,36.6028,1
3857,百米大道,延安市,610600059,1929A,,109.5056,36.6106,1
3858,庙沟村(对照点),宝鸡市,610300003,1930A,,107.1586,34.3708,1
3859,竹园沟,宝鸡市,610300059,1931A,,107.0708,34.3017,1
3860,三陆医院,宝鸡市,610300053,1932A,,107.1906,34.3672,1
3861,监测站,宝鸡市,610300057,1933A,,107.1431,34.3547,1
3862,技工学校,宝鸡市,610300058,1934A,,107.1186,34.3739,1
3863,陈仓区环保局家属楼,宝鸡市,610300056,1935A,,107.3906,34.3528,1
3864,三迪小学,宝鸡市,610300054,1937A,,107.2386,34.3622,1
3865,农科所(对照点),渭南市,610500031,1938A,,109.5293,34.5101,1
3866,日报社,渭南市,610500051,1939A,,109.5049,34.5004,1
3868,高新一小,渭南市,610500053,1941A,,109.4266,34.5021,1
3869,市科委(停运180727),金昌市,620300401,1942A,,102.1878,38.5247,1
3851,天庆家园,金昌市,620300402,1944A,defaultStation.jpg,102.1708,38.5061,1
3852,酒钢耐材公司（已停运）,嘉峪关市,620200062,1946A,,98.2842,39.8092,1
3853,沙湖旅游区(对照点),石嘴山市,640200001,1947A,,106.3394,38.817,1
3854,惠农南大街,石嘴山市,640200052,1949A,,106.7704,39.2282,1
3855,红果子镇惠新街,石嘴山市,640200053,1950A,,106.7097,39.1292,1
3856,长征新村,克拉玛依市,650200061,1951A,,84.8861,45.6033,1
3848,白碱滩区(停运210421),克拉玛依市,650200070,1953A,defaultStation.jpg,85.1186,45.6886,1
3849,独山子区,克拉玛依市,650200071,1954A,,84.8983,44.3336,1
3850,乌尔禾区商贸楼,克拉玛依市,650200081,1955A,,85.6931,46.0872,1
3870,棉纺厂,巴音郭楞州,652800402,1957A,,86.2022,41.7192,1
3871,经济开发区,巴音郭楞州,652800403,1958A,,86.2381,41.7128,1
3872,监测站,寿光市,370783001,1959A,,118.746,36.881,1
3873,世纪学校,寿光市,370783002,1960A,,118.78,36.864,1
3874,东山小学(新增191218),济南市,370181001,1961A,,117.541,36.71,1
3875,明水开发区,章丘市,370181002,1962A,,117.541,36.71,1
3876,环保局子站,即墨市,370282001,1963A,,120.61,36.44,1
3877,开发区子站,即墨市,370282002,1964A,,120.47,36.39,1
3878,JN子站,胶南市,370284001,1965A,,120.005,35.878,1
3879,黄岛区4号(新增191220),青岛市,370284002,1966A,defaultStation.jpg,120.039,35.872,1
3880,胶州环保局,胶州市,370281001,1967A,,120.008,36.283,1
3881,胶州一中,胶州市,370281002,1968A,,120.014,36.253,1
3882,环保局子站,莱西市,370285001,1969A,,120.537,36.865,1
3883,人民广场子站,莱西市,370285002,1970A,,120.515,36.885,1
3884,1号,平度市,370283001,1971A,,119.952,36.792,1
3885,2号,平度市,370283002,1972A,,119.976,36.799,1
3518,蓬莱环保局,蓬莱市,370684001,1973A,,120.747,37.825,1
3519,蓬莱博物馆,蓬莱市,370684002,1974A,,120.773,37.809,1
3520,招远环保局,招远市,370685001,1975A,,120.399,37.374,1
3521,招远教育局,招远市,370685002,1976A,,120.394,37.364,1
3522,莱州环保局,莱州市,370683001,1977A,,119.941,37.177,1
3523,莱州外经委,莱州市,370683002,1978A,,119.959,37.18,1
3524,荣成市环保局办公楼,荣成市,371082001,1979A,,122.471,37.154,1
3525,山东成山轮胎公司,荣成市,371082002,1980A,,122.41,37.161,1
3526,文登市环保局,文登市,371081001,1981A,,122.038,37.197,1
3527,文登开发区(新增200107),威海市,371081002,1982A,,122.019,37.187,1
3528,乳山市环保局,乳山市,371083001,1983A,,121.531,36.913,1
3529,乳山市气象局,乳山市,371083002,1984A,,121.544,36.907,1
3530,吴江市环保局,吴江市,320584001,1985A,,120.636,31.155,1
3531,教师进修学校,吴江市,320584002,1986A,,120.635,31.17,1
3532,吴江开发区,吴江市,320584003,1987A,,120.658,31.172,1
3533,昆山实验小学,昆山市,320583001,1988A,,120.953,31.388,1
3534,震川中学,昆山市,320583002,1989A,,120.999,31.381,1
3535,海虞子站,常熟市,320581001,1990A,,120.758,31.67,1
3536,兴福子站,常熟市,320581002,1991A,,120.721,31.671,1
3537,菱塘子站,常熟市,320581003,1992A,,120.734,31.656,1
3538,张家港市监测站,张家港市,320582001,1993A,,120.526,31.874,1
3539,城北小学,张家港市,320582002,1994A,,120.55,31.882,1
3540,太仓市监测站,太仓市,320585001,1995A,,121.115,31.453,1
3541,科教新城实小,太仓市,320585002,1996A,,121.14,31.422,1
3542,消防指挥中心,句容市,321183001,1997A,,119.146,31.955,1
3543,房家坝,句容市,321183002,1998A,,119.18,31.955,1
3544,虹桥邮政,江阴市,320281001,1999A,,120.268,31.92,1
3545,五星公园,江阴市,320281002,2000A,,120.237,31.909,1
3546,第二实验小学,江阴市,320281003,2001A,,120.302,31.92,1
3547,宜兴市环保局,宜兴市,320282001,2002A,,119.818,31.354,1
3548,宜园,宜兴市,320282002,2003A,,119.794,31.371,1
3549,金坛市环境监测站,金坛市,320482001,2004A,,119.579,31.751,1
3550,金坛市自来水公司,金坛市,320482002,2005A,,119.579,31.737,1
3551,溧阳市东门子站,溧阳市,320481001,2006A,,119.46,31.4,1
3552,燕山子站,溧阳市,320481002,2007A,,119.438,31.317,1
3553,海门市监测站,海门市,320684001,2008A,,121.173,31.896,1
3554,社会福利院,海门市,320684002,2009A,,121.1518,31.89708,1
3555,市政府,临安市,330185001,2010A,,119.7183,30.2366,1
3556,四中,临安市,330185002,2011A,,119.6942,30.2311,1
3557,监测站,富阳市,330183001,2012A,,119.954,30.054,1
3558,富春二小,富阳市,330183002,2013A,,119.946,30.049,1
3559,江东,义乌市,330782001,2014A,,120.091,29.305,1
3560,北苑,义乌市,330782002,2015A,,120.04,29.334,1
3561,图书馆,诸暨市,330681001,2016A,,120.251,29.719,1
3562,富林印务,诸暨市,330681002,2017A,,120.209,29.732,1
3563,抱龙山庄,瓦房店市,210281001,2018A,,121.989,39.625,1
3564,东山公园,瓦房店市,210281002,2019A,,122.011,39.617,1
3565,云田中学,株洲市,430200056,2031A,,113.1817,27.9958,1
3566,平桥分局,信阳市,411500401,2054A,,114.1044,32.1078,1
3569,南湾水厂,信阳市,411500351,2064A,,114.0122,32.1403,1
3570,市酿酒公司,信阳市,411500402,2065A,,114.0681,32.1342,1
3571,审计局,信阳市,411500403,2066A,,114.0614,32.1383,1
4394,市环境监测站,周口市,411600601,2067A,,114.6613,33.6128,1
4395,周口师范,周口市,411600602,2068A,,114.6758,33.6347,1
4396,市运管处,周口市,411600603,2069A,,114.6546,33.5979,1
4397,川汇区环保局,周口市,411600604,2070A,,114.6369,33.6406,1
4398,蓝田(停运160601),漳州市,350600442,2073A,,117.7206,24.5086,1
4399,漳州三中(20190503停运),漳州市,350600447,2074A,,117.6569,24.5157,1
4400,九湖(对照点),漳州市,350600001,2075A,,117.6336,24.4674,1
3567,富林印务后,诸暨市,330681002X,2120A,,120.2094,29.7322,1
3568,图书馆后,诸暨市,330681001X,2121A,,120.2514,29.7186,1
